Name,Latitude Degree,Longitude Degree,Local Code
Yuba County Airport,39.1,121.57,MYV
Eastern Sierra Regional Airport,37.37,118.36,BIH
Lewiston Nez Perce County Airport,46.37,117.01,LWS
Montrose Regional Airport,38.51,107.89,MTJ
Sloulin Field International Airport,48.18,103.64,ISN
Angwin Parrett Field,38.58,122.43,2O3
Auburn Opelika Robert G. Pitts Airport,32.62,85.43,AUO
Bessemer Airport,33.31,86.93,EKY
Calexico International Airport,32.67,115.51,CXL
Chehalis Centralia Airport,46.68,122.98,CLS
Bolton Field,39.9,83.14,TZR
Cross City Airport,29.64,83.10,CTY
Collin County Regional At Mc Kinney Airport,33.18,96.59,TKI
University Airport,38.53,121.79,EDU
Gillespie County Airport,30.24,98.91,T82
North Perry Airport,26,80.24,HWO
Miami Homestead General Aviation Airport,25.5,80.55,X51
West Houston Airport,29.82,95.67,IWS
Immokalee Regional Airport,26.43,81.40,IMM
Jekyll Island Airport,31.07,81.43,09J
Lamar Municipal Airport,38.07,102.69,LAA
Sky Acres Airport,41.71,73.74,44N
Oakdale Airport,37.76,120.80,O27
Bermuda Dunes Airport,33.75,116.28,UDD
Porterville Municipal Airport,36.03,119.06,PTV
Sonoma Valley Airport,38.22,122.45,0Q3
Marana Regional Airport,32.41,111.22,AVQ
Wickenburg Municipal Airport,33.97,112.80,E25
Watts Woodland Airport,38.67,121.87,O41
Yerington Municipal Airport,39,119.16,O43
Joplin Regional Airport,37.15,94.50,JLN
Dothan Regional Airport,31.32,85.45,DHN
Middle Georgia Regional Airport,32.69,83.65,MCN
St Cloud Regional Airport,45.55,94.06,STC
Andrews Air Force Base,38.81,76.87,ADW
Laramie Regional Airport,41.31,105.68,LAR
Gary Chicago International Airport,41.62,87.41,GYY
Bowerman Airport,46.97,123.94,HQM
Salem Municipal Airport/McNary Field,44.91,123.00,SLE
Felts Field,47.68,117.32,SFF
Gallup Municipal Airport,35.51,108.79,GUP
Schenectady County Airport,42.85,73.93,SCH
Stillwater Regional Airport,36.16,97.09,SWO
Beverly Municipal Airport,42.58,70.92,BVY
Deming Municipal Airport,32.26,107.72,DMN
Gillette Campbell County Airport,44.35,105.54,GCC
Hays Regional Airport,38.84,99.27,HYS
Greater Kankakee Airport,41.07,87.85,IKK
Mason City Municipal Airport,43.16,93.33,MCW
Newport Municipal Airport,44.58,124.06,ONP
Griffiss International Airport,43.23,75.41,RME
Vernal Regional Airport,40.44,109.51,VEL
Ardmore Municipal Airport,34.3,97.02,ADM
Peachtree City Falcon Field,33.36,84.57,FFC
Brownwood Regional Airport,31.79,98.96,BWD
Rogers Field,40.28,121.24,O05
Schaumburg Regional Airport,41.99,88.10,06C
Coolidge Municipal Airport,32.94,111.43,P08
Delaware Municipal Airport,40.28,83.11,DLZ
Glendale Municipal Airport,33.53,112.29,GEU
Phoenix Goodyear Airport,33.42,112.38,GYR
Gunnison Crested Butte Regional Airport,38.53,106.93,GUC
Eagle Creek Airpark,39.83,86.29,EYE
Iowa City Municipal Airport,41.64,91.55,IOW
Jaffrey Airport Silver Ranch Airport,42.81,72.00,AFN
Dodge County Airport,43.43,88.70,UNU
Kalispell City Airport,48.18,114.30,S27
La Belle Municipal Airport,26.74,81.43,X14
Leesburg Executive Airport,39.08,77.56,JYO
Mackinac Island Airport,45.86,84.64,MCD
Mankato Regional Airport,44.22,93.92,MKT
Orange County Airport,41.51,74.26,MGJ
Newport State Airport,41.53,71.28,UUU
University of Oklahoma Westheimer Airport,35.25,97.47,OUN
Pittsfield Municipal Airport,42.43,73.29,PSF
Plymouth Municipal Airport,41.91,70.73,PYM
Aransas County Airport,28.09,97.04,RKP
Sault Ste Marie Municipal Sanderson Field,46.48,84.37,ANJ
Johnson Creek Airport,44.91,115.49,3U2
Aberdeen Regional Airport,45.45,98.42,ABR
Decatur Airport,39.83,88.87,DEC
DuBois Regional Airport,41.18,78.90,DUJ
Lake Charles Regional Airport,30.13,93.22,LCH
Western Neb. Rgnl/William B. Heilig Airport,41.87,103.60,BFF
Texarkana Regional Webb Field,33.45,93.99,TXK
Joslin Field Magic Valley Regional Airport,42.48,114.49,TWF
Yakima Air Terminal McAllister Field,46.57,120.54,YKM
Brunswick Golden Isles Airport,31.26,81.47,BQK
Travis Air Force Base,38.26,121.93,SUU
Kirksville Regional Airport,40.09,92.54,IRK
Kearney Regional Airport,40.73,99.01,EAR
Smyrna Airport,36.01,86.52,MQY
Springfield-Beckley Municipal Airport,39.84,83.84,SGH
Elmendorf Air Force Base,61.25,149.81,EDF
Angelina County Airport,31.23,94.75,LFK
Nogales International Airport,31.42,110.85,OLS
Pangborn Memorial Airport,47.4,120.21,EAT
Winnemucca Municipal Airport,40.9,117.81,WMC
Agua Dulce Airpark,34.5,118.31,L70
Banning Municipal Airport,33.92,116.85,BNG
Monmouth Executive Airport,40.19,74.12,BLM
Yolo County Davis Woodland Winters Airport,38.58,121.86,DWA
Deland Municipal Sidney H Taylor Field,29.07,81.28,DED
Easton Newnam Field,38.8,76.07,ESN
Katama Airpark,41.36,70.52,1B2
Everglades Airpark,25.85,81.39,X01
Fort Worth Spinks Airport,32.57,97.31,FWS
Gainesville Municipal Airport,33.65,97.20,GLE
Gila Bend Municipal Airport,32.96,112.68,E63
Inyokern Airport,35.66,117.83,IYK
Kingston-Ulster Airport,41.99,73.96,20N
Lake Placid Airport,44.26,73.96,LKP
Luray Caverns Airport,38.67,78.50,W45
Blue Ridge Airport,36.63,80.02,MTV
Merritt Island Airport,28.34,80.69,COI
Mesquite Metro Airport,32.75,96.53,HQZ
Middleton Municipal Morey Field,43.11,89.53,C29
New Braunfels Municipal Airport,29.7,98.04,BAZ
Okeechobee County Airport,27.26,80.85,OBE
Johnson County Executive Airport,38.85,94.74,OJC
Waterbury Oxford Airport,41.48,73.14,OXC
Red Wing Regional Airport,44.59,92.49,RGK
Chesterfield County Airport,37.41,77.53,FCI
Flabob Airport,33.99,117.41,RIR
Calaveras Co Maury Rasmussen Field,38.15,120.65,CPU
Sonoma Skypark Airport,38.26,122.43,0Q9
St Johns Industrial Air Park,34.52,109.38,SJN
Suffolk Executive Airport,36.68,76.60,SFQ
Sunriver Airport,43.88,121.45,S21
Toccoa Airport - R.G. Letourneau Field,34.59,83.30,TOC
Grimes Field,40.13,83.75,I74
Southern California Logistics Airport,34.6,117.38,VCV
Winchester Regional Airport,39.14,78.14,OKV
Barrow County Airport,33.98,83.67,WDR
Chicago Meigs Airport,41.86,87.61,0
Bert Mooney Airport,45.95,112.50,BTM
Jack Mc Namara Field Airport,41.78,124.24,CEC
Massena International Richards Field,44.94,74.85,MSS
Northwest Alabama Regional Airport,34.75,87.61,MSL
Quincy Regional Baldwin Field,39.94,91.19,UIN
Tupelo Regional Airport,34.27,88.77,TUP
Liberal Mid-America Regional Airport,37.04,100.96,LBL
Monroe County Airport,39.15,86.62,BMG
Topeka Regional Airport - Forbes Field,38.95,95.66,FOE
Muskegon County Airport,43.17,86.24,MKG
London-Corbin Airport/Magee Field,37.08,84.08,LOZ
St Louis Regional Airport,38.89,90.05,ALN
Del Rio International Airport,29.37,100.93,DRT
Murray Field,40.8,124.11,EKA
Portland Troutdale Airport,45.55,122.40,TTD
Richard B Russell Airport,34.35,85.16,RMG
Columbia Gorge Regional the Dalles Municipal Airport,45.62,121.17,DLS
Ada Regional Airport,34.8,96.67,ADH
Auburn Municipal Airport,47.33,122.23,S50
Bartlesville Municipal Airport,36.76,96.01,BVO
Genesee County Airport,43.03,78.17,GVQ
California City Municipal Airport,35.15,118.02,L71
Lansing Municipal Airport,41.53,87.53,IGQ
Compton Woodley Airport,33.89,118.24,CPM
Cottonwood Airport,34.73,112.04,P52
De Kalb Taylor Municipal Airport,41.93,88.71,DKB
Erie Municipal Airport,40.01,105.05,EIK
Fresno Chandler Executive Airport,36.73,119.82,FCH
Montgomery County Airpark,39.17,77.17,GAI
Pine Mountain Lake Airport,37.86,120.18,E45
Healdsburg Municipal Airport,38.65,122.90,HES
Jefferson City Memorial Airport,38.59,92.16,JEF
Southwest Washington Regional Airport,46.12,122.90,KLS
Kern Valley Airport,35.73,118.42,L05
Sullivan County International Airport,41.7,74.79,MSV
Brunswick County Airport,33.93,78.07,SUT
Oneonta Municipal Airport,42.52,75.06,N66
Grand Glaize Osage Beach Airport,38.11,92.68,K15
Jefferson County International Airport,48.05,122.81,0S9
Hanover County Municipal Airport,37.71,77.44,OFP
Rockwall Municipal Airport,32.93,96.44,F46
Rolla National Airport,38.13,91.77,VIH
Finger Lakes Regional Airport,42.88,76.78,0G7
Springdale Municipal Airport,36.18,94.12,ASG
Steamboat Springs Bob Adams Field,40.52,106.87,SBS
Stephenville Clark Regional Airport,32.22,98.18,SEP
Sulphur Springs Municipal Airport,33.16,95.62,SLR
Tehachapi Municipal Airport,35.13,118.44,TSP
Twentynine Palms Airport,34.13,115.95,TNP
Cable Airport,34.11,117.69,CCB
Pearson Field,45.62,122.66,VUO
Waycross Ware County Airport,31.25,82.40,AYS
Francis S Gabreski Airport,40.84,72.63,FOK
Colonel James Jabara Airport,37.75,97.22,AAO
Zephyrhills Municipal Airport,28.23,82.16,ZPH
Tri-State/Milton J. Ferguson Field,38.37,82.56,HTS
Dodge City Regional Airport,37.76,99.97,DDC
Sierra Vista Municipal Libby Army Air Field,31.59,110.34,FHU
Boone County Airport,36.26,93.15,HRO
Mid Ohio Valley Regional Airport,39.35,81.44,PKB
Adirondack Regional Airport,44.39,74.21,SLK
Sheridan County Airport,44.77,106.98,SHR
Valdosta Regional Airport,30.78,83.28,VLD
Victoria Regional Airport,28.85,96.92,VCT
Wright-Patterson Air Force Base,39.83,84.05,FFO
Lackland Air Force Base,29.38,98.58,SKF
Purdue University Airport,40.41,86.94,LAF
Jackson County Reynolds Field,42.26,84.46,JXN
Bob Sikes Airport,30.78,86.52,CEW
Homer Airport,59.65,151.48,HOM
Yellowstone Regional Airport,44.52,109.02,COD
Fort Stockton Pecos County Airport,30.92,102.92,FST
Friedman Memorial Airport,43.5,114.30,SUN
Huntsville Regional Airport,30.75,95.59,UTS
Greenbrier Valley Airport,37.86,80.40,LWB
McCall Municipal Airport,44.89,116.10,MYL
Cox Field,33.64,95.45,PRX
Ponca City Regional Airport,36.73,97.10,PNC
Auburn Lewiston Municipal Airport,44.05,70.28,LEW
Lakeway Airpark,30.36,97.99,3R9
Bartow Municipal Airport,27.94,81.78,BOW
M. Graham Clark Downtown Airport,36.63,93.23,PLK
Caldwell Industrial Airport,43.64,116.64,EUL
Cherokee County Airport,34.31,84.42,CNI
Clearwater Air Park,27.98,82.76,CLW
Cloverdale Municipal Airport,38.78,122.99,O60
Meadow Lake Airport,38.95,104.57,FLY
Colusa County Airport,39.18,121.99,O08
Driggs Reed Memorial Airport,43.74,111.10,DIJ
Farmville Regional Airport,37.36,78.44,FVX
Firebaugh Airport,36.86,120.46,F34
Shannon Airport,38.27,77.45,EZF
Oswego County Airport,43.35,76.39,FZY
Northeast Alabama Regional Airport,33.97,86.09,GAD
Sussex County Airport,38.69,75.36,GED
Great Bend Municipal Airport,38.34,98.86,GBD
Houston Executive Airport,29.81,95.90,TME
Madison County Executive Airport-Tom Sharp Jr Field,34.86,86.56,MDQ
Westover Field Amador County Airport,38.38,120.79,JAQ
Kennett Memorial Airport,36.23,90.04,TKX
Mesa Del Rey Airport,36.23,121.12,KIC
La Junta Municipal Airport,38.05,103.51,LHX
Lincoln Park Airport,40.95,74.31,N07
General Dewitt Spain Airport,35.2,90.05,M01
Mesquite Airport,36.83,114.06,67L
Mexico Memorial Airport,39.16,91.82,MYJ
Midland Airpark,32.04,102.10,MDD
Milford Municipal-Ben and Judy Briscoe Field,38.43,113.01,MLF
Millard Airport,41.2,96.11,MLE
Orange Municipal Airport,42.57,72.29,ORE
Owatonna Degner Regional Airport,44.12,93.26,OWA
Sky Manor Airport,40.57,74.98,N40
Pompano Beach Airpark,26.25,80.11,PMP
Carl R Keller Field,41.52,82.87,PCW
Pierce County-Thun Field,47.1,122.29,PLU
Skyhaven Airport,43.28,70.93,DAW
Roseburg Regional Airport,43.24,123.36,RBG
Boerne Stage Field,29.72,98.69,5C1
Griffing Sandusky Airport,41.43,82.65,SKY
Bomar Field Shelbyville Municipal Airport,35.56,86.44,SYI
Sikeston Memorial Municipal Airport,36.9,89.56,SIK
Bay Bridge Airport,38.98,76.33,W29
Peter O Knight Airport,27.92,82.45,TPF
Williston Municipal Airport,29.35,82.47,X60
Northwest Florida Beaches International Airport,30.36,85.80,ECP
Cape Girardeau Regional Airport,37.23,89.57,CGI
Jonesboro Municipal Airport,35.83,90.65,JBR
Owensboro Daviess County Airport,37.74,87.17,OWB
Plattsburgh International Airport,44.65,73.47,PBG
Martin State Airport,39.33,76.41,MTN
Las Cruces International Airport,32.29,106.92,LRU
Terre Haute International Hulman Field,39.45,87.31,HUF
Nellis Air Force Base,36.24,115.03,LSV
Millville Municipal Airport,39.37,75.07,MIV
Miramar Marine Corps Air Station - Mitscher Field,32.87,117.14,NKX
Zanesville Municipal Airport,39.94,81.89,ZZV
Mc Alester Regional Airport,34.88,95.78,MLC
Millington Regional Jetport Airport,35.36,89.87,NQA
Quonset State Airport,41.6,71.41,OQU
Porter County Municipal Airport,41.45,87.01,VPZ
Akron Fulton International Airport,41.04,81.47,AKR
Anderson Regional Airport,34.49,82.71,AND
Ely Airport Yelland Field,39.3,114.84,ELY
Evanston-Uinta County Airport-Burns Field,41.27,111.04,EVW
Tipton Airport,39.09,76.76,FME
Venango Regional Airport,41.38,79.86,FKL
Las Vegas Municipal Airport,35.65,105.14,LVS
Lawton Fort Sill Regional Airport,34.57,98.42,LAW
Logan-Cache Airport,41.79,111.85,LGU
Ames Municipal Airport,41.99,93.62,AMW
Aeroflex-Andover Airport,41.01,74.74,12N
Virginia Tech Montgomery Executive Airport,37.21,80.41,BCB
Bolingbrook's Clow International Airport,41.7,88.13,1C5
Cambridge Dorchester Airport,38.54,76.03,CGE
Chatham Municipal Airport,41.69,69.99,CQX
Waukegan National Airport,42.42,87.87,UGN
Oconee County Regional Airport,34.67,82.89,CEU
Airglades Airport,26.74,81.05,2IS
Custer County Airport,43.73,103.62,CUT
Davenport Municipal Airport,41.61,90.59,DVN
Greene County-Lewis A. Jackson Regional Airport,39.69,83.99,I19
Delta Municipal Airport,39.38,112.51,DTA
Bowers Field,47.03,120.53,ELN
Eloy Municipal Airport,32.81,111.59,E60
Hesperia Airport,34.38,117.32,L26
Ken Jernstedt Airfield,45.67,121.54,4S2
Ingalls Field,37.95,79.83,HSP
Jean Airport,35.77,115.33,0L7
Norman Grier Field,47.34,122.10,S36
Lagrange Callaway Airport,33.01,85.07,LGC
Lawrence Municipal Airport,39.01,95.22,LWC
Lebanon State Airport,44.53,122.93,S30
Nehalem Bay State Airport,45.7,123.93,3S7
Marina Municipal Airport,36.68,121.76,OAR
Marion Municipal Airport,40.62,83.06,MNN
Accomack County Airport,37.65,75.76,MFV
Crystal Airport,45.06,93.35,MIC
New Smyrna Beach Municipal Airport,29.06,80.95,EVB
Plum Island Airport,42.8,70.84,2B2
Ocean City Municipal Airport,38.31,75.12,OXB
Grand Canyon West Airport,35.99,113.82,1G4
Dinwiddie County Airport,37.18,77.51,PTB
Hale County Airport,34.17,101.72,PVW
South Valley Regional Airport,40.62,111.99,U42
Penn Valley Airport,40.82,76.86,SEG
Sheboygan County Memorial Airport,43.77,87.85,SBM
Sanderson Field,47.23,123.15,SHN
Brookhaven Airport,40.82,72.87,HWV
Show Low Regional Airport,34.27,110.01,SOW
Shreveport Downtown Airport,32.54,93.75,DTN
Southbridge Municipal Airport,42.1,72.04,3B0
Creve Coeur Airport,38.73,90.51,1H0
Lake Elmo Airport,45,92.86,21D
Stafford Regional Airport,38.4,77.46,RMN
Sussex Airport,41.2,74.62,FWN
Talkeetna Airport,62.32,150.09,TKA
Thomaston Upson County Airport,32.95,84.26,OPN
Warsaw Municipal Airport,41.27,85.84,ASW
Southeast Iowa Regional Airport,40.78,91.13,BRL
Morgantown Municipal Walter L. Bill Hart Field,39.64,79.92,MGW
Northern Maine Regional Airport at Presque Isle,46.69,68.04,PQI
Westover ARB/Metropolitan Airport,42.19,72.53,CEF
Walla Walla Regional Airport,46.09,118.29,ALW
Sitka Rocky Gutierrez Airport,57.05,135.36,SIT
Anniston Metropolitan Airport,33.59,85.86,ANB
Danville Regional Airport,36.57,79.34,DAN
Chandler Field,45.87,95.39,AXN
Hagerstown Regional Richard A Henson Field,39.71,77.73,HGR
Draughon Miller Central Texas Regional Airport,31.15,97.41,TPL
Columbus Municipal Airport,39.26,85.90,BAK
Dalhart Municipal Airport,36.02,102.55,DHT
Elizabeth City Regional Airport & Coast Guard Air Station,36.26,76.17,ECG
North Island Naval Air Station-Halsey Field,32.7,117.21,NZY
Wheeling Ohio County Airport,40.17,80.65,HLG
Afton Municipal Airport,42.71,110.94,AFO
Ainsworth Municipal Airport,42.58,99.99,ANW
Stanly County Airport,35.42,80.15,VUJ
Allentown Queen City Municipal Airport,40.57,75.49,XLL
Bandon State Airport,43.09,124.41,S05
Baraboo Wisconsin Dells Airport,43.52,89.77,DLL
Nervino Airport,39.82,120.35,O02
Bolivar Municipal Airport,37.6,93.35,M17
Boonville Airport,39.01,123.38,D83
Bryant Field,38.26,119.23,O57
Bridgeport Municipal Airport,33.18,97.83,XBP
Burlington Alamance Regional Airport,36.05,79.47,BUY
Burnet Municipal Kate Craddock Field,30.74,98.24,BMQ
Lake in the Hills Airport,42.21,88.32,3CK
Chiriaco Summit Airport,33.67,115.71,L77
Clinton Municipal Airport,41.83,90.33,CWI
Richard Downing Airport,40.31,81.85,I40
Dansville Municipal Airport,42.57,77.71,DSV
Goodspeed Airport,41.45,72.46,42B
Fernandina Beach Municipal Airport,30.61,81.46,FHB
Franklin Field,38.3,121.43,F72
Franklin Municipal-John Beverly Rose Airport,36.7,76.90,FKN
Smiley Creek Airport,43.91,114.80,U87
Georgetown Airport,38.92,120.86,E36
Grants Pass Airport,42.51,123.39,3S8
Majors Airport,33.07,96.07,GVT
Hawthorne Industrial Airport,38.54,118.63,HTH
Heber City Municipal Airport - Russ McDonald Field,40.48,111.43,HCR
Frazier Lake Airpark,36.95,121.46,1C9
Jesup Wayne County Airport,31.55,81.88,JES
Lake City Gateway Airport,30.18,82.58,LCQ
Lampasas Airport,31.11,98.20,LZZ
Linden Airport,40.62,74.24,LDJ
Llano Municipal Airport,30.78,98.66,AQO
Lockhart Municipal Airport,29.85,97.67,50R
Flying W Airport,39.93,74.81,N14
Madera Municipal Airport,36.99,120.11,MAE
Mansfield Municipal Airport,42,71.20,1B9
Alpine County Airport,38.73,119.77,M45
Union County Airport,40.22,83.35,MRT
Mena Intermountain Municipal Airport,34.55,94.20,MEZ
Meriden Markham Municipal Airport,41.51,72.83,MMK
Baldwin County Airport,33.15,83.24,MLJ
Mineral Wells Airport,32.78,98.06,MWL
Charlotte-Monroe Executive Airport,35.02,80.62,EQY
Siskiyou County Airport,41.78,122.47,SIY
Moultrie Municipal Airport,31.08,83.80,MGR
Pocono Mountains Municipal Airport,41.14,75.38,MPO
Nampa Municipal Airport,43.58,116.52,MAN
Harry Clever Field,40.47,81.42,PHD
Ocracoke Island Airport,35.1,75.97,W95
Poplar Grove Airport,42.32,88.84,C77
Pottstown Limerick Airport,40.24,75.56,PTW
Princeton Airport,40.4,74.66,39N
Redlands Municipal Airport,34.09,117.15,REI
Rogers Municipal Airport-Carter Field,36.37,94.11,ROG
Rosamond Skypark Airport,34.87,118.21,L00
Safford Regional Airport,32.85,109.64,SAD
Sebring Regional Airport,27.46,81.34,SEF
North Texas Regional Airport/Perrin Field,33.71,96.67,GYI
Richard I Bong Airport,46.69,92.09,SUW
Tampa Executive Airport,28.01,82.35,VDF
Tangier Island Airport,37.83,76.00,TGI
Bolinder Field Tooele Valley Airport,40.61,112.35,TVY
New Jerusalem Airport,37.68,121.30,1Q4
Walnut Ridge Regional Airport,36.12,90.93,ARG
Watertown Municipal Airport,43.17,88.72,RYV
North Palm Beach County General Aviation Airport,26.84,80.22,F45
West Plains Municipal Airport,36.88,91.90,UNO
South Arkansas Regional At Goodwin Field,33.22,92.81,ELD
Mc Kellar Sipes Regional Airport,35.6,88.92,MKL
Jamestown Regional Airport,46.93,98.68,JMS
Scott AFB/Midamerica Airport,38.55,89.84,BLV
Robert Gray  Army Air Field Airport,31.07,97.83,GRK
Wokal Field Glasgow International Airport,48.21,106.61,GGW
Frank Wiley Field,46.43,105.89,MLS
McChord Air Force Base,47.14,122.48,TCM
Golden Triangle Regional Airport,33.45,88.59,GTR
W K Kellogg Airport,42.31,85.25,BTL
Eastern WV Regional Airport/Shepherd Field,39.4,77.98,MRB
March ARB Airport,33.88,117.26,RIV
Southern Illinois Airport,37.78,89.25,MDH
Drake Field,36.01,94.17,FYV
Kalaeloa Airport,21.31,158.07,JRF
